order_id,client_id,order_date,order_amount,product,quantity,payment_type
7814,51,2024-11-06,3154,Планшет,2,card
7815,48,2024-11-03,4250,Смартфон,2,bank_transfer
7816,65,2025-07-23,2275,Планшет,2,bank_transfer
7817,88,2025-08-28,4462,Ноутбук,2,card
7818,38,2025-08-10,3450,Мышь,3,card
7819,38,2024-10-27,4805,Мышь,2,bank_transfer
7820,75,2025-09-27,4864,Планшет,3,card
7821,93,2025-03-10,1585,Ноутбук,2,cash
7822,95,2025-06-30,1004,Мышь,2,bank_transfer
7823,98,2025-02-21,988,Планшет,3,bank_transfer
7824,79,2025-01-25,2345,Ноутбук,3,cash
7825,75,2025-09-15,1234,Монитор,2,card
7826,10,2025-02-20,4299,Монитор,1,cash
7827,35,2024-11-19,4701,Планшет,3,card
7828,79,2025-08-23,1805,Ноутбук,3,bank_transfer
7829,45,2025-09-22,2727,Клавиатура,2,card
7830,46,2025-09-05,2444,Планшет,1,bank_transfer
7831,8,2025-01-03,2627,Клавиатура,2,card
7832,57,2025-04-19,4260,Монитор,2,card
7833,24,2025-08-01,1688,Ноутбук,2,cash
7834,39,2025-10-21,819,Клавиатура,3,cash
7835,25,2025-05-18,3189,Планшет,3,bank_transfer
7836,10,2025-04-10,3070,Ноутбук,3,card
7837,1,2024-11-02,4106,Монитор,3,card
7838,81,2024-11-30,1623,Ноутбук,1,bank_transfer
7839,96,2024-11-10,2148,Клавиатура,3,cash
7840,80,2025-01-03,4456,Мышь,3,bank_transfer
7841,47,2025-09-16,4492,Планшет,2,card
7842,47,2025-04-05,2098,Клавиатура,3,card
7843,6,2025-08-26,3495,Планшет,1,cash
7844,86,2025-09-25,2829,Клавиатура,2,card
7845,96,2025-10-20,4821,Мышь,2,cash
7846,51,2025-03-04,3497,Монитор,1,bank_transfer
7847,35,2025-10-18,4100,Мышь,3,bank_transfer
7848,8,2025-05-18,4608,Ноутбук,3,bank_transfer
7849,13,2025-08-07,3162,Ноутбук,2,cash
7850,37,2025-04-03,3275,Смартфон,1,card
7851,35,2025-03-17,4123,Клавиатура,3,cash
7852,46,2025-05-05,1190,Смартфон,1,card
7853,17,2025-07-07,4338,Смартфон,1,bank_transfer
7854,98,2025-02-18,2385,Ноутбук,1,cash
7855,99,2025-04-17,2732,Ноутбук,2,cash
7856,77,2025-07-07,2113,Ноутбук,2,cash
7857,7,2025-01-16,2303,Мышь,2,bank_transfer
7858,59,2025-07-10,1583,Клавиатура,3,cash
7859,54,2025-03-05,974,Мышь,3,card
7860,30,2025-01-16,4692,Клавиатура,1,card
7861,55,2025-05-19,4621,Клавиатура,1,card
7862,88,2024-12-01,1725,Планшет,2,cash
7863,89,2024-10-25,4628,Смартфон,1,card
7864,72,2024-10-27,2823,Монитор,2,bank_transfer
7865,46,2025-07-19,2643,Монитор,1,card
7866,100,2024-10-29,4278,Клавиатура,1,card
7867,57,2025-05-17,3923,Смартфон,3,bank_transfer
7868,67,2024-10-30,4941,Мышь,3,cash
7869,66,2025-07-18,2068,Планшет,1,bank_transfer
7870,100,2025-03-20,1336,Планшет,3,bank_transfer
7871,33,2025-04-05,1292,Смартфон,3,bank_transfer
7872,99,2025-09-16,4275,Ноутбук,1,cash
7873,82,2025-02-26,3371,Клавиатура,1,bank_transfer
7874,32,2024-11-25,2506,Мышь,3,card
7875,80,2025-08-23,1978,Смартфон,2,card
7876,26,2025-06-25,1922,Клавиатура,2,card
7877,58,2025-02-15,4989,Планшет,2,cash
7878,3,2025-04-21,3114,Клавиатура,3,cash
7879,46,2025-06-19,2165,Планшет,3,bank_transfer
7880,89,2024-11-26,3160,Мышь,3,card
7881,55,2025-07-13,808,Планшет,2,bank_transfer
7882,30,2025-02-10,3674,Монитор,2,cash
7883,78,2025-01-20,2035,Планшет,3,card
7884,26,2025-03-09,2631,Ноутбук,3,card
7885,65,2025-08-05,1451,Монитор,3,card
7886,85,2024-11-22,3362,Монитор,1,card
7887,95,2025-04-16,840,Клавиатура,3,bank_transfer
7888,34,2025-04-30,4081,Ноутбук,3,bank_transfer
7889,50,2024-12-03,2913,Монитор,1,bank_transfer
7890,91,2025-02-15,3184,Планшет,3,bank_transfer
7891,42,2025-02-20,1848,Монитор,1,card
7892,35,2025-10-19,2072,Клавиатура,2,card
7893,74,2024-11-17,1152,Планшет,1,card
7894,23,2025-04-15,4018,Ноутбук,1,cash
7895,22,2025-10-20,2533,Клавиатура,3,card
7896,24,2025-09-05,1458,Смартфон,2,cash
7897,23,2025-03-19,1049,Монитор,2,cash
7898,70,2024-11-11,1647,Смартфон,1,card
7899,57,2025-02-20,3965,Смартфон,2,bank_transfer
7900,19,2025-07-19,1612,Мышь,1,bank_transfer
7901,19,2024-12-22,1619,Смартфон,2,card
7902,95,2025-09-24,4524,Монитор,3,cash
7903,53,2025-09-05,3144,Монитор,2,bank_transfer
7904,48,2025-03-12,4095,Клавиатура,3,cash
7905,43,2025-08-25,2509,Планшет,1,card
7906,21,2025-06-19,2857,Мышь,2,card
7907,96,2024-12-27,2456,Смартфон,3,bank_transfer
7908,47,2025-06-26,1290,Ноутбук,3,cash
7909,32,2025-03-24,1490,Клавиатура,3,card
7910,42,2025-01-31,4174,Мышь,1,bank_transfer
7911,40,2025-08-14,4993,Планшет,1,cash
7912,41,2025-02-18,2452,Планшет,3,bank_transfer
7913,30,2024-11-28,808,Смартфон,3,card
7914,14,2025-09-22,3962,Смартфон,2,bank_transfer
7915,33,2024-10-23,3370,Планшет,2,card
7916,90,2025-01-04,4179,Мышь,3,card
7917,62,2025-08-19,4587,Клавиатура,3,bank_transfer
7918,79,2024-11-30,3413,Клавиатура,1,bank_transfer
7919,62,2025-10-18,4026,Мышь,3,card
7920,27,2025-04-01,1588,Планшет,3,card
7921,68,2025-06-06,3198,Монитор,1,cash
7922,3,2025-07-17,2686,Ноутбук,2,cash
7923,36,2025-02-13,4462,Клавиатура,2,card
7924,61,2025-09-30,3069,Смартфон,1,bank_transfer
7925,1,2024-12-09,2457,Клавиатура,2,bank_transfer
7926,19,2025-02-26,897,Мышь,1,bank_transfer
7927,61,2025-01-10,1257,Монитор,2,card
7928,30,2025-07-10,4231,Смартфон,2,bank_transfer
7929,71,2024-10-23,1498,Ноутбук,1,bank_transfer
7930,72,2025-07-12,4543,Мышь,1,card
7931,43,2025-10-10,2171,Ноутбук,3,bank_transfer
7932,32,2025-02-03,4106,Монитор,1,card
7933,83,2025-07-18,3617,Клавиатура,3,cash
7934,35,2025-10-06,1997,Ноутбук,2,card
7935,13,2025-03-09,4399,Клавиатура,2,card
7936,7,2025-03-31,2986,Планшет,2,bank_transfer
7937,26,2025-10-11,4597,Планшет,3,bank_transfer
7938,67,2025-07-24,2659,Клавиатура,2,bank_transfer
7939,65,2024-11-05,2519,Клавиатура,3,bank_transfer
7940,72,2025-09-05,3214,Монитор,1,cash
7941,100,2025-09-23,4236,Ноутбук,3,card
7942,82,2024-11-22,1836,Клавиатура,2,cash
7943,73,2025-07-13,4412,Ноутбук,2,card
7944,22,2024-11-14,2409,Смартфон,3,card
7945,76,2024-11-08,3611,Клавиатура,3,bank_transfer
7946,64,2025-02-04,4483,Планшет,2,cash
7947,42,2025-06-11,4524,Клавиатура,1,card
7948,77,2024-11-08,1708,Ноутбук,3,bank_transfer
7949,47,2025-02-06,3522,Монитор,3,card
7950,50,2025-06-01,3592,Мышь,2,cash
7951,91,2025-05-21,4313,Смартфон,1,bank_transfer
7952,71,2024-11-30,1313,Монитор,3,cash
7953,6,2025-06-15,2054,Планшет,3,bank_transfer
7954,79,2025-09-22,4014,Монитор,2,card
7955,87,2025-01-21,2199,Клавиатура,2,cash
7956,4,2025-07-07,3536,Мышь,2,bank_transfer
7957,4,2024-12-21,3178,Планшет,1,card
7958,51,2025-09-02,1773,Планшет,1,cash
7959,33,2024-12-23,2605,Смартфон,3,bank_transfer
7960,93,2025-02-03,1776,Смартфон,2,card
7961,73,2025-08-10,3652,Клавиатура,3,cash
7962,77,2025-09-08,1901,Клавиатура,3,cash
7963,54,2025-08-13,3983,Смартфон,1,cash
7964,69,2024-12-21,2845,Мышь,3,bank_transfer
7965,33,2024-12-31,4600,Смартфон,1,bank_transfer
7966,91,2025-06-28,3493,Мышь,2,cash
7967,91,2024-12-24,3220,Монитор,3,bank_transfer
7968,19,2025-01-04,2523,Смартфон,1,bank_transfer
7969,53,2025-07-10,3540,Ноутбук,3,card
7970,16,2024-12-07,1539,Ноутбук,1,bank_transfer
7971,84,2025-05-11,1163,Ноутбук,1,card
7972,78,2025-10-11,3802,Клавиатура,2,cash
7973,23,2024-12-18,4152,Мышь,1,cash
7974,18,2024-12-29,2148,Клавиатура,2,card
7975,83,2024-12-21,4085,Клавиатура,2,bank_transfer
7976,96,2025-03-25,3119,Мышь,3,bank_transfer
7977,92,2025-02-15,4599,Смартфон,3,cash
7978,6,2025-02-11,1462,Мышь,3,cash
7979,8,2024-12-25,1403,Смартфон,2,cash
7980,46,2025-03-15,4963,Клавиатура,1,card
7981,29,2025-02-15,1332,Монитор,3,cash
7982,94,2025-01-22,1010,Клавиатура,3,cash
7983,25,2025-10-15,2635,Планшет,2,bank_transfer
7984,3,2025-08-30,1807,Планшет,2,card
7985,68,2025-04-09,1268,Смартфон,2,card
7986,19,2025-05-31,1670,Смартфон,2,card
7987,36,2024-11-12,1163,Смартфон,2,bank_transfer
7988,80,2025-08-04,2720,Мышь,3,cash
7989,63,2025-05-23,1773,Смартфон,1,cash
7990,100,2025-01-01,3245,Клавиатура,1,card
7991,97,2025-05-23,4193,Планшет,3,cash
7992,62,2025-05-23,4429,Планшет,2,bank_transfer
7993,59,2025-10-17,1007,Смартфон,2,cash
7994,50,2025-03-02,1674,Ноутбук,3,bank_transfer
7995,48,2024-11-23,3323,Клавиатура,2,card
7996,24,2025-01-27,1803,Смартфон,2,card
7997,42,2025-07-08,3526,Мышь,3,cash
7998,87,2025-09-08,3526,Монитор,1,cash
7999,3,2024-12-18,2726,Планшет,2,bank_transfer
8000,8,2025-04-17,3975,Мышь,3,card
8001,59,2025-09-19,2119,Ноутбук,1,bank_transfer
8002,77,2025-06-07,2011,Смартфон,2,card
8003,29,2025-02-23,1184,Клавиатура,1,card
8004,49,2025-07-25,3771,Клавиатура,3,bank_transfer
8005,13,2025-03-01,3695,Монитор,1,cash
8006,56,2025-05-14,3227,Клавиатура,3,bank_transfer
8007,92,2025-05-14,3783,Планшет,3,bank_transfer
8008,80,2025-04-06,3543,Смартфон,2,card
8009,30,2025-06-27,2576,Монитор,1,cash
8010,74,2025-02-23,4686,Ноутбук,2,bank_transfer
8011,38,2025-08-28,1815,Смартфон,3,card
8012,61,2025-09-24,1922,Монитор,1,card
8013,99,2024-11-05,2908,Монитор,2,card
8014,56,2025-10-14,2836,Ноутбук,2,bank_transfer
8015,92,2025-01-23,4498,Смартфон,2,bank_transfer
8016,83,2025-06-14,1715,Ноутбук,1,card
8017,46,2025-05-29,4356,Ноутбук,3,card
8018,99,2025-09-21,1697,Смартфон,3,cash
8019,94,2025-02-11,4440,Клавиатура,1,bank_transfer
8020,30,2025-06-08,803,Смартфон,2,card
8021,92,2025-07-03,3819,Клавиатура,1,bank_transfer
8022,17,2025-07-17,2455,Планшет,3,bank_transfer
8023,28,2025-04-23,3126,Смартфон,3,bank_transfer
8024,28,2024-11-08,3178,Клавиатура,2,bank_transfer
8025,5,2025-01-25,1566,Планшет,2,bank_transfer
8026,93,2025-06-08,4795,Планшет,2,bank_transfer
8027,90,2025-09-16,4715,Ноутбук,3,bank_transfer
8028,47,2025-03-10,4244,Смартфон,2,card
8029,34,2025-03-24,2653,Ноутбук,3,cash
8030,38,2025-03-28,830,Клавиатура,2,card
8031,21,2024-10-27,4303,Ноутбук,1,card
8032,46,2025-05-11,1803,Ноутбук,1,cash
8033,24,2025-07-30,3750,Смартфон,1,cash
8034,22,2025-05-29,3342,Смартфон,3,cash
8035,95,2025-03-10,3468,Мышь,3,card
8036,24,2025-04-27,2810,Мышь,2,card
8037,34,2025-07-09,4700,Монитор,1,card
8038,54,2025-05-19,3124,Клавиатура,2,cash
8039,16,2025-03-19,3521,Мышь,2,bank_transfer
8040,27,2025-07-11,4730,Монитор,1,bank_transfer
8041,13,2025-07-22,4273,Ноутбук,2,bank_transfer
8042,65,2025-04-13,1404,Ноутбук,3,card
8043,30,2024-11-24,2843,Клавиатура,1,bank_transfer
8044,75,2025-08-02,1551,Планшет,1,bank_transfer
8045,19,2025-09-29,3209,Ноутбук,1,cash
8046,80,2024-11-04,3316,Монитор,1,cash
8047,41,2025-07-19,4702,Монитор,2,card
8048,82,2025-07-05,2107,Планшет,3,bank_transfer
8049,28,2025-06-19,1093,Ноутбук,3,card
8050,65,2024-10-27,4057,Мышь,1,cash
8051,69,2025-06-24,2500,Мышь,1,cash
8052,79,2025-07-30,3424,Смартфон,3,cash
8053,1,2025-09-22,1879,Ноутбук,2,bank_transfer
8054,90,2025-03-15,3046,Клавиатура,3,card
8055,48,2024-12-05,2826,Монитор,1,card
8056,77,2025-10-09,2492,Смартфон,1,cash
8057,92,2025-05-15,4540,Ноутбук,2,bank_transfer
8058,94,2025-02-22,1237,Планшет,3,card
8059,89,2025-01-04,2501,Смартфон,3,bank_transfer
8060,27,2025-02-18,4427,Планшет,3,cash
8061,76,2024-12-18,1192,Ноутбук,3,cash
8062,93,2025-07-27,3245,Монитор,3,card
8063,93,2025-02-17,2591,Клавиатура,3,cash
8064,17,2025-06-06,4331,Клавиатура,2,bank_transfer
8065,80,2024-11-29,4015,Монитор,3,cash
8066,95,2025-08-02,4938,Мышь,1,card
8067,49,2024-12-10,2503,Клавиатура,3,cash
8068,22,2025-06-09,4626,Ноутбук,3,cash
8069,58,2024-10-21,3561,Ноутбук,3,card
8070,7,2025-02-08,4788,Мышь,2,bank_transfer
8071,14,2025-01-30,1830,Монитор,3,cash
8072,99,2025-10-17,1905,Смартфон,1,bank_transfer
8073,99,2024-12-06,2397,Мышь,1,cash
8074,11,2025-07-16,1183,Ноутбук,3,card
8075,79,2025-01-16,4333,Монитор,1,cash
8076,80,2025-09-14,4949,Смартфон,3,cash
8077,61,2025-06-03,932,Ноутбук,3,card
8078,57,2025-08-18,2967,Смартфон,1,bank_transfer
8079,77,2025-03-25,4491,Мышь,3,cash
8080,91,2025-05-28,3391,Планшет,2,bank_transfer
8081,98,2025-01-24,3115,Клавиатура,3,cash
8082,84,2025-02-27,4315,Ноутбук,3,cash
8083,20,2025-09-29,3533,Монитор,3,bank_transfer
8084,37,2025-03-18,2322,Планшет,2,card
8085,13,2025-07-16,4415,Монитор,3,cash
8086,88,2025-07-27,960,Мышь,3,card
8087,71,2025-07-19,1257,Планшет,3,bank_transfer
8088,25,2025-07-06,3005,Монитор,3,card
8089,97,2024-12-19,4920,Клавиатура,3,bank_transfer
8090,57,2024-11-01,3301,Монитор,2,card
8091,78,2025-04-17,4488,Ноутбук,2,cash
8092,63,2025-03-31,893,Мышь,3,card
8093,67,2024-11-08,3844,Планшет,1,bank_transfer
8094,76,2025-04-14,3784,Смартфон,2,cash
8095,71,2025-01-20,2203,Мышь,2,cash
8096,3,2025-04-29,967,Смартфон,3,bank_transfer
8097,48,2024-11-02,4858,Мышь,3,cash
8098,80,2024-11-07,1644,Смартфон,1,cash
8099,44,2025-02-18,1914,Ноутбук,3,cash
8100,75,2024-12-26,3539,Монитор,3,cash
8101,92,2024-11-12,4072,Ноутбук,1,bank_transfer
8102,62,2024-12-17,2650,Смартфон,3,card
8103,44,2025-05-26,2073,Ноутбук,1,cash
8104,74,2025-07-14,2251,Мышь,2,bank_transfer
8105,17,2025-04-18,1661,Монитор,1,card
8106,46,2025-06-30,2169,Мышь,2,bank_transfer
8107,30,2025-09-11,3453,Клавиатура,3,bank_transfer
8108,29,2024-12-16,925,Планшет,2,bank_transfer
8109,1,2025-01-14,1882,Мышь,1,cash
8110,83,2025-10-21,846,Монитор,1,cash
8111,84,2025-08-13,3907,Смартфон,2,cash
8112,36,2025-07-25,3316,Монитор,2,cash
8113,68,2025-02-27,3067,Ноутбук,1,bank_transfer
8114,32,2024-10-26,3164,Смартфон,2,bank_transfer
8115,59,2025-05-11,2418,Смартфон,3,bank_transfer
8116,55,2025-08-18,1156,Планшет,3,bank_transfer
8117,52,2025-06-18,4985,Клавиатура,2,card
8118,63,2025-06-07,4354,Мышь,2,bank_transfer
8119,88,2024-10-24,2062,Монитор,3,bank_transfer
8120,46,2025-04-17,4093,Планшет,1,card
8121,42,2024-11-25,2107,Монитор,3,card
8122,55,2025-09-24,1469,Ноутбук,1,cash
8123,15,2025-10-13,1348,Мышь,2,cash
8124,99,2025-05-24,4170,Планшет,2,cash
8125,8,2025-05-24,3000,Ноутбук,2,bank_transfer
8126,12,2024-11-24,825,Ноутбук,2,bank_transfer
8127,42,2025-08-04,4980,Планшет,3,card
8128,49,2025-07-17,3770,Монитор,3,card
8129,48,2025-09-08,1995,Ноутбук,3,card
8130,69,2025-03-27,980,Мышь,3,bank_transfer
8131,49,2025-09-25,3727,Смартфон,1,cash
8132,41,2025-03-05,2637,Планшет,1,bank_transfer
8133,93,2024-11-15,3233,Смартфон,2,card
8134,17,2025-09-10,1654,Мышь,1,card
8135,91,2024-12-20,1872,Монитор,1,cash
8136,51,2025-02-05,3768,Мышь,2,bank_transfer
8137,77,2025-04-28,4951,Смартфон,3,card
8138,55,2025-03-22,1306,Ноутбук,1,card
8139,22,2025-02-24,1899,Смартфон,1,card
8140,32,2025-05-29,3963,Монитор,2,cash
8141,40,2025-02-10,2563,Клавиатура,3,cash
8142,14,2025-02-28,2286,Монитор,1,card
8143,96,2025-09-04,878,Клавиатура,3,card
8144,28,2025-03-30,3864,Монитор,1,bank_transfer
8145,42,2025-03-28,941,Смартфон,3,cash
8146,99,2025-01-16,2523,Мышь,1,bank_transfer
8147,17,2025-07-22,1302,Ноутбук,1,bank_transfer
8148,55,2025-02-12,3848,Мышь,2,bank_transfer
8149,24,2025-03-29,3363,Мышь,1,card
8150,62,2025-01-22,4624,Смартфон,2,bank_transfer
8151,28,2024-12-26,4341,Мышь,2,bank_transfer
8152,41,2024-10-28,3196,Планшет,2,bank_transfer
8153,83,2025-04-08,3211,Клавиатура,1,bank_transfer
8154,80,2025-10-01,1926,Мышь,3,bank_transfer
8155,84,2025-08-04,1186,Смартфон,1,bank_transfer
8156,95,2025-05-25,2394,Планшет,1,card
8157,46,2025-04-13,4278,Монитор,3,cash
8158,79,2024-12-02,4476,Ноутбук,1,card
8159,37,2025-05-07,1855,Ноутбук,3,bank_transfer
8160,65,2024-11-04,4776,Монитор,2,cash
8161,14,2025-05-23,2705,Ноутбук,2,cash
8162,13,2024-12-16,3339,Планшет,2,cash
8163,9,2025-07-06,2020,Ноутбук,3,bank_transfer
8164,99,2025-06-29,2574,Мышь,1,bank_transfer
8165,49,2025-05-19,3115,Клавиатура,3,cash
8166,83,2025-06-08,2754,Клавиатура,1,card
8167,93,2025-03-16,3419,Смартфон,1,card
8168,34,2025-03-29,3659,Планшет,3,bank_transfer
8169,66,2025-10-07,4031,Ноутбук,3,cash
8170,28,2025-03-22,4624,Клавиатура,1,cash
8171,42,2025-02-22,3142,Планшет,1,cash
8172,12,2025-02-03,3683,Планшет,1,bank_transfer
8173,99,2025-09-17,1214,Мышь,2,bank_transfer
8174,39,2025-09-12,3625,Планшет,1,card
8175,76,2024-12-01,3022,Монитор,1,card
8176,66,2025-01-01,4185,Монитор,1,cash
8177,65,2025-01-03,3222,Клавиатура,1,bank_transfer
8178,28,2025-05-20,4146,Мышь,2,card
8179,52,2025-04-02,4126,Мышь,3,cash
8180,45,2025-04-22,3894,Мышь,1,cash
8181,3,2024-10-22,1135,Планшет,1,bank_transfer
8182,79,2025-10-15,1842,Ноутбук,1,card
8183,79,2024-11-02,4209,Смартфон,2,cash
8184,24,2024-12-08,4429,Планшет,3,card
8185,69,2024-11-03,4333,Клавиатура,1,bank_transfer
8186,26,2025-08-04,3472,Планшет,2,bank_transfer
8187,48,2024-12-24,2204,Смартфон,2,bank_transfer
8188,73,2025-03-22,1752,Клавиатура,2,card
8189,77,2025-06-11,4374,Ноутбук,2,bank_transfer
8190,51,2025-02-12,1334,Клавиатура,3,card
8191,6,2024-11-18,849,Планшет,1,bank_transfer
8192,99,2024-12-09,2938,Мышь,3,bank_transfer
8193,42,2024-12-30,4659,Планшет,2,bank_transfer
8194,97,2025-05-08,3109,Монитор,3,cash
8195,84,2025-01-12,3977,Планшет,3,card
8196,58,2024-11-14,2787,Ноутбук,2,bank_transfer
8197,82,2025-05-12,3698,Монитор,2,card
8198,50,2025-01-12,1282,Мышь,1,cash
8199,45,2024-10-26,860,Монитор,2,card
8200,57,2024-11-05,4668,Монитор,1,bank_transfer
8201,4,2024-12-08,3790,Ноутбук,3,cash
8202,58,2024-10-21,4175,Планшет,2,cash
8203,90,2025-10-20,955,Смартфон,1,card
8204,21,2025-07-02,3271,Планшет,2,cash
8205,41,2025-01-31,3956,Клавиатура,3,cash
8206,76,2025-04-07,3148,Монитор,2,cash
8207,44,2025-10-06,3319,Ноутбук,1,card
8208,4,2025-04-12,3979,Монитор,3,cash
8209,5,2024-12-27,1816,Монитор,3,cash
8210,71,2025-02-21,4551,Смартфон,3,cash
8211,1,2025-08-28,2438,Ноутбук,1,card
8212,95,2025-02-26,3853,Смартфон,1,card
8213,59,2024-11-23,4311,Мышь,1,bank_transfer
8214,47,2025-02-12,4884,Клавиатура,2,cash
8215,27,2025-05-17,4578,Планшет,1,card
8216,100,2025-08-26,3900,Монитор,2,bank_transfer
8217,76,2025-05-30,2184,Мышь,1,card
8218,96,2025-02-18,1995,Смартфон,2,bank_transfer
8219,71,2025-09-25,2975,Ноутбук,3,card
8220,63,2025-03-03,2933,Смартфон,2,bank_transfer
8221,46,2024-10-21,2315,Ноутбук,1,card
8222,32,2025-06-08,4210,Смартфон,3,card
8223,19,2024-12-29,3018,Ноутбук,1,cash
8224,62,2025-03-06,2204,Ноутбук,3,cash
8225,44,2025-09-30,2002,Смартфон,1,card
8226,69,2025-07-04,2354,Монитор,2,bank_transfer
8227,87,2025-07-19,978,Монитор,2,card
8228,58,2024-11-25,4031,Монитор,2,bank_transfer
8229,100,2025-04-23,4554,Монитор,1,cash
8230,24,2025-02-17,4716,Планшет,1,card
8231,18,2024-11-01,3702,Монитор,1,card
8232,72,2025-03-01,3592,Мышь,1,cash
8233,77,2024-12-29,3230,Смартфон,2,cash
8234,79,2025-05-20,4502,Планшет,1,bank_transfer
8235,91,2025-08-16,4742,Смартфон,1,bank_transfer
8236,82,2025-01-31,4875,Мышь,2,bank_transfer
8237,75,2024-12-12,3181,Клавиатура,3,card
8238,81,2025-01-11,2238,Клавиатура,3,card
8239,92,2024-11-30,4709,Смартфон,1,bank_transfer
8240,48,2025-07-21,3972,Мышь,1,bank_transfer
8241,85,2025-09-08,2420,Клавиатура,2,cash
8242,10,2025-07-14,3295,Ноутбук,3,card
8243,66,2025-01-22,4911,Клавиатура,3,card
8244,94,2025-06-27,2397,Клавиатура,2,cash
8245,1,2025-06-28,3097,Клавиатура,3,cash
8246,92,2025-01-01,1398,Ноутбук,1,card
8247,94,2025-07-12,1298,Планшет,1,bank_transfer
8248,83,2025-06-29,2466,Смартфон,3,cash
8249,3,2025-01-06,2729,Мышь,1,bank_transfer
8250,82,2025-04-19,1429,Мышь,2,bank_transfer
8251,55,2025-01-19,3803,Клавиатура,2,cash
8252,59,2025-04-21,4688,Планшет,3,cash
8253,86,2024-12-02,2332,Ноутбук,1,cash
8254,36,2025-02-09,1504,Мышь,3,card
8255,28,2025-03-14,4539,Смартфон,2,card
8256,44,2025-05-22,2270,Монитор,1,cash
8257,100,2024-11-09,3309,Монитор,1,bank_transfer
8258,89,2025-03-09,2416,Монитор,2,bank_transfer
8259,14,2025-06-07,4210,Смартфон,1,bank_transfer
8260,83,2025-09-14,3761,Ноутбук,2,card
8261,54,2025-04-10,4283,Смартфон,1,cash
8262,73,2025-04-20,2878,Планшет,1,card
8263,73,2025-03-28,4393,Ноутбук,3,card
8264,40,2025-03-29,1311,Смартфон,3,bank_transfer
8265,70,2024-11-19,2112,Монитор,2,bank_transfer
8266,67,2025-10-08,1953,Клавиатура,3,card
8267,98,2025-03-24,2999,Мышь,1,card
8268,56,2025-04-02,2638,Ноутбук,2,cash
8269,60,2025-07-17,1246,Ноутбук,1,cash
8270,1,2025-07-31,2544,Планшет,3,bank_transfer
8271,38,2025-08-10,3486,Планшет,3,cash
8272,93,2024-12-16,1597,Мышь,2,cash
8273,20,2025-01-18,1626,Клавиатура,2,bank_transfer
8274,23,2024-10-29,3264,Смартфон,1,card
8275,66,2025-08-12,4283,Планшет,3,bank_transfer
8276,80,2025-07-06,4770,Клавиатура,2,cash
8277,74,2025-02-17,1864,Планшет,1,bank_transfer
8278,46,2025-08-23,4118,Планшет,3,cash
8279,21,2025-03-25,4127,Монитор,1,bank_transfer
8280,73,2025-05-05,2533,Ноутбук,1,cash
8281,72,2025-06-13,4695,Смартфон,3,bank_transfer
8282,63,2025-06-24,2886,Клавиатура,3,card
8283,22,2025-01-27,3475,Планшет,1,cash
8284,32,2025-03-12,3208,Ноутбук,1,bank_transfer
8285,91,2025-04-29,1824,Мышь,3,bank_transfer
8286,14,2025-08-24,2942,Смартфон,3,bank_transfer
8287,57,2025-07-25,966,Мышь,2,bank_transfer
8288,49,2025-03-19,2174,Ноутбук,3,cash
8289,41,2024-10-24,2898,Ноутбук,2,card
8290,93,2025-08-09,1201,Клавиатура,2,bank_transfer
8291,8,2024-11-26,2145,Ноутбук,1,cash
8292,6,2025-02-03,1401,Клавиатура,1,bank_transfer
8293,75,2024-11-16,4532,Монитор,2,bank_transfer
8294,66,2024-11-17,2622,Смартфон,3,card
8295,48,2025-03-31,4642,Планшет,1,cash
8296,38,2025-01-07,3819,Мышь,2,card
8297,77,2025-03-01,4934,Планшет,1,cash
8298,58,2025-02-08,2309,Клавиатура,2,cash
8299,14,2024-12-27,3209,Монитор,3,card
8300,1,2024-11-18,3064,Смартфон,2,cash
8301,96,2025-05-01,4143,Мышь,2,bank_transfer
8302,24,2025-06-10,1905,Мышь,3,cash
8303,13,2024-10-27,4003,Планшет,1,card
8304,78,2025-01-11,1939,Ноутбук,3,card
8305,92,2025-06-26,3211,Ноутбук,1,card
8306,90,2025-02-25,1908,Монитор,1,card
8307,3,2025-03-10,3030,Ноутбук,3,cash
8308,46,2024-11-24,3166,Смартфон,2,cash
8309,80,2025-06-02,2702,Смартфон,1,card
8310,84,2025-03-24,4362,Монитор,1,bank_transfer
8311,83,2025-05-31,2684,Клавиатура,2,card
8312,7,2025-05-25,4886,Клавиатура,1,bank_transfer
8313,94,2025-02-21,3680,Ноутбук,1,card
8314,57,2025-07-22,2260,Планшет,1,cash
8315,6,2025-09-28,833,Планшет,3,cash
8316,47,2025-08-13,935,Клавиатура,1,card
8317,13,2025-03-07,4649,Клавиатура,1,cash
8318,18,2025-03-18,4913,Планшет,2,card
8319,77,2025-09-14,4124,Ноутбук,1,bank_transfer
8320,62,2025-04-03,2145,Мышь,3,cash
8321,92,2025-09-10,964,Планшет,1,bank_transfer
8322,63,2025-04-03,3722,Смартфон,1,bank_transfer
8323,75,2025-10-21,3065,Ноутбук,1,card
8324,67,2025-06-08,3367,Ноутбук,2,bank_transfer
8325,77,2025-08-09,1235,Планшет,2,bank_transfer
8326,65,2025-10-11,2815,Мышь,1,cash
8327,54,2025-08-06,1572,Монитор,1,bank_transfer
8328,71,2025-08-29,3480,Монитор,2,card
8329,41,2025-06-14,3334,Ноутбук,3,card
8330,13,2025-04-13,1416,Смартфон,1,bank_transfer
8331,63,2025-07-27,3686,Ноутбук,1,card
8332,20,2025-05-02,2495,Мышь,2,bank_transfer
